MEETVERANTWOORDELIJKE	NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	aantal aansluitingen	%Leveringsrichting	%Fysieke status	%Defintieve aansl (NRM)	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
8716878999989	8716878999996	871687800090000000	DE MEIBLOEM	2291GS	2291GS	WATERINGEN	NL	ELK	KVB	18	55,56	100	100	100	1x35	2889	38,89	100	5,4
8716878999989	8716878999996	871718518003006000	DE MEIBLOEM	2291GS	2291GS	WATERINGEN	NL	GAS	KVB	18	100	100	100	100	G4	1425	0	100	2
8716878999989	8716878999996	871687800090000000	DE MEIBLOEM	2291GT	2291GT	WATERINGEN	NL	ELK	KVB	19	52,63	100	100	79	1x35	2787	52,63	89,47	5,3
8716878999989	8716878999996	871718518003006000	DE MEIBLOEM	2291GT	2291GT	WATERINGEN	NL	GAS	KVB	19	100	100	100	100	G4	1507	0	89,47	2
8716878999989	8716878999996	871687800090000000	DE HOORNBLOEM	2291GV	2291GV	WATERINGEN	NL	ELK	KVB	13	61,54	100	100	92	1x35	3221	84,62	76,92	4,8
8716878999989	8716878999996	871718518003006000	DE HOORNBLOEM	2291GV	2291GV	WATERINGEN	NL	GAS	KVB	13	100	100	100	100	G4	1449	0	76,92	2
8716878999989	8716878999996	871687800090000000	GELE MEERBLOEM	2291GW	2291GW	WATERINGEN	NL	ELK	KVB	21	100	100	100	100	1x35	2905	61,9	95,24	5
8716878999989	8716878999996	871718518003006000	GELE MEERBLOEM	2291GW	2291GW	WATERINGEN	NL	GAS	KVB	21	100	100	100	95	G4	1671	0	95,24	2
8716878999989	8716878999996	871687800090000000	GELE MEERBLOEM	2291GX	2291GX	WATERINGEN	NL	ELK	KVB	18	100	100	100	100	1x35	2415	61,11	94,44	5,3
8716878999989	8716878999996	871718518003006000	GELE MEERBLOEM	2291GX	2291GX	WATERINGEN	NL	GAS	KVB	18	100	100	100	83	G4	1532	0	94,44	2
8716878999989	8716878999996	871687800090000000	WILLIGE RIJZEN	2291GZ	2291HM	WATERINGEN	NL	ELK	KVB	76	78,95	100	100	54	1x35	7920	68,42	84,21	4,9
8716878999989	8716878999996	871718518003006000	WILLIGE RIJZEN	2291GZ	2291HM	WATERINGEN	NL	GAS	KVB	65	100	100	100	80	G4	2783	0	53,85	2
8716902099999	8716878999996	871687800090000000	DORPSKADE	2291HN	2291HS	WATERINGEN	NL	ELK	KVB	51	94,12	100	100	61	1x35	8295	70,59	64,71	4,7
8716878999989	8716878999996	871718518003006000	DORPSKADE	2291HN	2291HS	WATERINGEN	NL	GAS	KVB	42	100	100	100	81	G4	2079	0	54,76	2
8716878999989	8716878999996	871687800090000000	DORPSKADE	2291HT	2291HZ	WATERINGEN	NL	ELK	KVB	30	60	100	100	57	3x25	11135	70	83,33	4,9
8716878999989	8716878999996	871718518003006000	MIDDENWEG	2291HV	2291JA	WATERINGEN	NL	GAS	KVB	35	100	100	100	94	G4	1705	0	88,57	2
8716878999989	8716878999996	871687800090000000	DE FRANKENTHALER	2291JA	2291JA	WATERINGEN	NL	ELK	KVB	22	95,45	100	100	95	1x35	2717	77,27	95,45	4,9
